@relation 'Frequency (Hz) vs Intensity (dB)'

@attribute Frequency numeric
@attribute Intensity numeric

@data
184.61538, 0.45297
984.61538, 0.14917
553.84615, 0.12216
1415.38462, 0.12702
800.00000, 0.13736
738.46154, 0.13163
1230.76923, 0.12392
1169.23077, 0.13523
307.69231, 0.12891
984.61538, 0.13421
1230.76923, 0.12493
1107.69231, 0.13186
1230.76923, 0.12622
615.38462, 0.13156
1661.53846, 0.13095
1107.69231, 0.12539
2400.00000, 0.11909
2400.00000, 0.23910
1846.15385, 0.13972
492.30769, 0.13616
2400.00000, 0.21108
1292.30769, 0.13643
1846.15385, 0.31127
2276.92308, 0.24190
2276.92308, 0.14387
1784.61538, 0.14316
553.84615, 0.15038
553.84615, 0.14760
1230.76923, 0.13132
2153.84615, 0.11697
984.61538, 0.14639
1169.23077, 0.14856
184.61538, 0.14019
123.07692, 0.18130
1661.53846, 0.14489
1292.30769, 0.20502
61.53846, 0.14150
1415.38462, 0.20211
1723.07692, 0.22737
1292.30769, 0.14017
1353.84615, 0.16486
1538.46154, 0.15360
2215.38462, 0.13386
1107.69231, 0.14545
1292.30769, 0.13047
1292.30769, 0.19382
1292.30769, 0.16477
984.61538, 0.13894
553.84615, 0.12041
1784.61538, 0.13419
1292.30769, 0.17402
1292.30769, 0.19541
1292.30769, 0.20392
738.46154, 0.14360
923.07692, 0.13737
1169.23077, 0.14748
738.46154, 0.12772
1169.23077, 0.12738
923.07692, 0.14652
1292.30769, 0.13682
984.61538, 0.13388
184.61538, 0.15044
1415.38462, 0.15503
1907.69231, 0.13535
861.53846, 0.14042
800.00000, 0.14215
553.84615, 0.13168
861.53846, 0.13970
1907.69231, 0.14115
676.92308, 0.12288
1353.84615, 0.13120
923.07692, 0.12413
1353.84615, 0.15291
246.15385, 0.13969
492.30769, 0.13608
1230.76923, 0.13750
492.30769, 0.14359
1169.23077, 0.15901
2461.53846, 0.12649
492.30769, 0.13089
430.76923, 0.14113
923.07692, 0.12975
1353.84615, 0.14028
923.07692, 0.13649
184.61538, 0.14364
246.15385, 0.15650
1907.69231, 0.13693
492.30769, 0.16766
1969.23077, 0.13883
615.38462, 0.14463
1784.61538, 0.12472
1846.15385, 0.13002
1230.76923, 0.13642
923.07692, 0.14623
738.46154, 0.15105
2153.84615, 0.14112
1230.76923, 0.12411
923.07692, 0.12803
1046.15385, 0.12841
676.92308, 0.13415
369.23077, 0.91581
369.23077, 0.84864
1969.23077, 0.13757
676.92308, 0.11738
553.84615, 0.13838
1292.30769, 0.12469
369.23077, 0.14817
246.15385, 0.17186
1415.38462, 0.13855
1292.30769, 0.14804
1723.07692, 0.14056
1415.38462, 0.13682
1046.15385, 0.14190
615.38462, 0.16997
1353.84615, 0.13794
861.53846, 0.15309
1292.30769, 0.13827
1353.84615, 0.12629
61.53846, 0.13490
1292.30769, 0.13244
615.38462, 0.13451
1353.84615, 0.13122
923.07692, 0.14521
861.53846, 0.12743
861.53846, 0.12658
1292.30769, 0.12846
369.23077, 0.14235
1292.30769, 0.14059
492.30769, 0.13232
1169.23077, 0.12418
1046.15385, 0.13331
1169.23077, 0.14263
1353.84615, 0.13240
1415.38462, 0.15416
1230.76923, 0.15229
1292.30769, 0.15294
1415.38462, 0.13014
738.46154, 0.14224
1046.15385, 0.13777
307.69231, 0.12651
1723.07692, 0.12493
1169.23077, 0.16589
1107.69231, 0.15492
1046.15385, 0.15537
1107.69231, 0.19060
1046.15385, 0.19419
984.61538, 0.16540
1169.23077, 0.22547
184.61538, 0.68214
1046.15385, 0.13958
1415.38462, 0.15982
1169.23077, 0.16957
1353.84615, 0.15377
1353.84615, 0.20479
492.30769, 0.14722
2338.46154, 0.13250
861.53846, 0.12915
492.30769, 0.13523
861.53846, 0.13790
1230.76923, 0.13221
984.61538, 0.12993
1292.30769, 0.58283
369.23077, 0.69482
1353.84615, 0.15028
430.76923, 0.32458
1169.23077, 0.13716
1415.38462, 0.28801
492.30769, 0.20616
1969.23077, 0.15751
2030.76923, 0.14994
369.23077, 0.30849
1230.76923, 0.13073
615.38462, 0.14527
430.76923, 0.35415
430.76923, 0.34121
2400.00000, 0.18930
1169.23077, 0.14426
430.76923, 0.45290
2830.76923, 0.26796
2892.30769, 0.46208
430.76923, 0.45800
369.23077, 0.32007
430.76923, 0.22316
430.76923, 0.38859
369.23077, 0.42434
430.76923, 0.22431
369.23077, 0.27149
430.76923, 0.13523
492.30769, 0.19577
430.76923, 0.24235
430.76923, 0.17731
430.76923, 0.35741
430.76923, 0.43242
430.76923, 0.23929
430.76923, 0.18494
1723.07692, 0.15052
2276.92308, 0.28585
1600.00000, 0.19240
1600.00000, 1.16004
1600.00000, 1.11401
430.76923, 20.31743
1476.92308, 3.01701
430.76923, 3.87501
246.15385, 2.37673
369.23077, 15.08003
369.23077, 14.99842
369.23077, 19.39466
369.23077, 20.89443
1600.00000, 1.47368
615.38462, 19.47100
184.61538, 1.72334
1723.07692, 0.25794
1292.30769, 0.72215
1907.69231, 0.63298
307.69231, 0.31957
1723.07692, 0.27283
430.76923, 1.27055
861.53846, 0.15397
307.69231, 0.17419
923.07692, 0.12867
1230.76923, 0.13978
861.53846, 0.13991
615.38462, 0.13628
1784.61538, 0.12473
430.76923, 0.13415
615.38462, 0.13922
1169.23077, 0.14981
1292.30769, 0.14781
1661.53846, 0.14851
1353.84615, 0.14493
1353.84615, 0.16731
1353.84615, 0.22887
738.46154, 0.14371
1230.76923, 0.13449
430.76923, 0.12313
1169.23077, 0.14046
1600.00000, 0.13895
1107.69231, 0.14871
2646.15385, 0.14581
1476.92308, 0.12597
923.07692, 0.15364
307.69231, 0.14170
1169.23077, 0.15087
1107.69231, 0.12890
1230.76923, 0.13866
1415.38462, 0.18425
1476.92308, 0.15257
1292.30769, 0.26872
1415.38462, 0.12793
1230.76923, 0.12793
1846.15385, 0.13894
307.69231, 0.14332
184.61538, 0.29776
184.61538, 0.19876
1292.30769, 0.17311
1169.23077, 0.12802
676.92308, 0.13299
1230.76923, 0.13802
1169.23077, 0.13425
1723.07692, 0.14213
1353.84615, 0.15429
1230.76923, 0.13559
923.07692, 0.13516
1538.46154, 0.13381
800.00000, 0.12997
1353.84615, 0.21000
1230.76923, 0.12339
861.53846, 0.14595
1169.23077, 0.14890
1415.38462, 0.14388
1784.61538, 0.15131
676.92308, 0.13911
246.15385, 0.13553
923.07692, 0.14565
1538.46154, 0.13601
1353.84615, 0.26288
1292.30769, 0.24074
1292.30769, 0.16273
1846.15385, 0.13471
1353.84615, 0.15117
1907.69231, 0.24430
1230.76923, 0.17611
1292.30769, 0.18830
307.69231, 0.12648
800.00000, 0.13421
184.61538, 0.15260
246.15385, 0.12938
246.15385, 0.13370
184.61538, 0.12364
861.53846, 0.13521
1169.23077, 0.12705
861.53846, 0.14305
800.00000, 0.14316
923.07692, 0.14459
246.15385, 0.12925
184.61538, 0.13730
1600.00000, 0.16315
1230.76923, 0.14499
861.53846, 0.12865
2953.84615, 0.13148
307.69231, 0.14743
984.61538, 0.13167
307.69231, 0.14440
369.23077, 0.14414
369.23077, 0.14339
246.15385, 0.14917
246.15385, 0.15049
246.15385, 0.26989
246.15385, 0.15241
1230.76923, 0.69755
923.07692, 7.70457
1476.92308, 0.55759
1661.53846, 0.36841
369.23077, 0.34043
1538.46154, 0.18835
984.61538, 0.15278
984.61538, 0.15428
184.61538, 0.17951
1476.92308, 0.16025
1353.84615, 0.15196
369.23077, 0.23904
369.23077, 0.22246
369.23077, 1.26382
1476.92308, 0.62912
184.61538, 1.60629
2338.46154, 0.50093
246.15385, 0.64786
184.61538, 0.68228
307.69231, 0.14223
1169.23077, 0.14309
1538.46154, 0.22314
246.15385, 0.43524
553.84615, 0.13875
246.15385, 0.70711
246.15385, 0.79168
1169.23077, 0.13238
430.76923, 0.16679
1538.46154, 0.23865
307.69231, 1.02916
430.76923, 0.30182
246.15385, 0.18646
2092.30769, 0.61643
2030.76923, 1.93116
307.69231, 0.42247
1907.69231, 1.38191
1353.84615, 0.35392
1969.23077, 0.32757
1230.76923, 0.29288
369.23077, 0.30630
1907.69231, 0.39581
2215.38462, 0.21773
2400.00000, 0.21792
1600.00000, 0.81507
1600.00000, 0.22027
1661.53846, 0.14752
1846.15385, 0.18031
1784.61538, 0.19634
1723.07692, 0.15267
430.76923, 1.00498
676.92308, 0.58750
1538.46154, 0.52369
1476.92308, 0.14958
1353.84615, 0.19019
1353.84615, 0.16956
1169.23077, 0.12819
369.23077, 0.23199
246.15385, 5.44171
307.69231, 0.36237
307.69231, 1.35155
246.15385, 0.15169
1907.69231, 0.21475
369.23077, 0.76785
430.76923, 0.38654
369.23077, 0.65343
676.92308, 7.54195
1353.84615, 0.14065
615.38462, 0.15068
615.38462, 10.90872
1784.61538, 0.56013
369.23077, 0.21244
307.69231, 0.18445
1846.15385, 0.15864
1538.46154, 0.19250
1661.53846, 0.16365
430.76923, 0.26049
1661.53846, 0.16790
1415.38462, 0.47595
369.23077, 0.15634
307.69231, 0.16050
307.69231, 1.86393
369.23077, 0.90583
615.38462, 4.66490
1538.46154, 1.12312
430.76923, 0.13736
1969.23077, 0.96239
307.69231, 0.41269
738.46154, 0.12524
492.30769, 0.12992
1538.46154, 0.28678
1723.07692, 0.13704
861.53846, 0.13293
61.53846, 0.13488
1046.15385, 0.14079
923.07692, 0.14907
246.15385, 0.57232
1846.15385, 0.12682
307.69231, 0.24043
1784.61538, 0.45041
1600.00000, 0.84833
307.69231, 0.48541
307.69231, 0.27731
369.23077, 1.06080
2030.76923, 0.19361
307.69231, 8.58809
430.76923, 7.79322
553.84615, 0.12278
1723.07692, 0.16505
2953.84615, 0.13469
307.69231, 0.15134
676.92308, 0.12883
1169.23077, 0.13055
2215.38462, 0.14597
861.53846, 0.12498
1353.84615, 0.13401
800.00000, 0.14989
1846.15385, 0.13271
1046.15385, 0.12203
676.92308, 0.13481
1107.69231, 0.13501
923.07692, 0.13535
800.00000, 0.13657
1169.23077, 0.14285
738.46154, 0.14645
492.30769, 0.12593
1169.23077, 0.14275
1107.69231, 0.12969
2030.76923, 0.12559
738.46154, 0.13873
492.30769, 0.13297
1046.15385, 0.14747
1415.38462, 0.12584
1415.38462, 0.13142
676.92308, 0.14608
923.07692, 0.14171
800.00000, 0.13320
1046.15385, 0.13011
1353.84615, 0.13576
307.69231, 1.06762
1784.61538, 0.26961
307.69231, 0.15288
861.53846, 0.13514
1046.15385, 0.12679
1046.15385, 0.13141
1969.23077, 0.12836
1784.61538, 0.12813
923.07692, 0.13228
861.53846, 0.12434
1046.15385, 0.12817
923.07692, 0.13197
2338.46154, 0.14565
1353.84615, 0.13418
1476.92308, 0.24148
307.69231, 0.74042
1046.15385, 2.24932
369.23077, 0.39619
676.92308, 0.12919
553.84615, 0.12761
1107.69231, 0.14206
1169.23077, 0.14297
861.53846, 0.14106
492.30769, 0.15281
923.07692, 0.12142
246.15385, 0.14338
1230.76923, 0.15614
861.53846, 0.12598
1046.15385, 0.12629
1230.76923, 0.18302
1169.23077, 0.17704
1476.92308, 0.30339
369.23077, 1.00847
369.23077, 1.47721
1415.38462, 0.86162
1415.38462, 0.56445
1292.30769, 0.30344
1107.69231, 0.37461
1230.76923, 0.38822
1600.00000, 0.15639
1415.38462, 0.20327
1353.84615, 0.15645
1784.61538, 0.14349
2338.46154, 0.11940
1476.92308, 0.15919
430.76923, 0.44192
861.53846, 0.13384
1476.92308, 0.20434
1415.38462, 0.35630
1169.23077, 0.17435
369.23077, 0.50454
1353.84615, 0.26403
1415.38462, 0.14879
1292.30769, 0.21528
1353.84615, 0.13237
1476.92308, 0.14840
923.07692, 0.13093
184.61538, 0.13032
1600.00000, 0.13691
1107.69231, 0.13368
1353.84615, 0.14244
1353.84615, 0.14817
676.92308, 0.13871
861.53846, 0.14940
2153.84615, 0.12454
61.53846, 0.15192
1415.38462, 0.12672
1353.84615, 0.12498
307.69231, 0.12871
3015.38462, 0.14342
861.53846, 0.13130
615.38462, 0.14548
3138.46154, 0.12844
2153.84615, 0.14595
2030.76923, 0.13014
553.84615, 0.12943
1230.76923, 0.12619
984.61538, 0.12213
1107.69231, 0.13246
2092.30769, 0.12885
307.69231, 0.12988
615.38462, 0.14882
738.46154, 0.13644
1969.23077, 0.11732
1353.84615, 0.13161
1538.46154, 0.15150
676.92308, 0.13147
1415.38462, 0.14731
1169.23077, 0.13314
1476.92308, 0.17358
1907.69231, 0.12754
738.46154, 0.14154
4000.00000, 0.14027
1415.38462, 0.14572
1230.76923, 0.16304
800.00000, 0.12437
1230.76923, 0.16898
1046.15385, 0.13698
1107.69231, 0.14800
1107.69231, 0.14211
3015.38462, 2.98914
1846.15385, 0.25384
1415.38462, 1.97283
369.23077, 0.64273
369.23077, 0.16236
1292.30769, 0.39835
738.46154, 0.13924
246.15385, 0.13450
800.00000, 0.12979
800.00000, 0.13738
553.84615, 0.13851
1353.84615, 0.15528
1107.69231, 0.14285
1169.23077, 0.13579
1415.38462, 0.12010
61.53846, 0.12740
1415.38462, 0.17507
1415.38462, 0.18196
1353.84615, 0.14994
1169.23077, 0.13596
1353.84615, 0.14021
492.30769, 0.12159
615.38462, 0.12084
430.76923, 0.12720
1046.15385, 0.12393
923.07692, 0.13774
738.46154, 0.12631
369.23077, 0.14067
1292.30769, 0.13857
1415.38462, 0.14248
1230.76923, 0.14615
676.92308, 0.14575
246.15385, 0.12601
676.92308, 0.13849
2338.46154, 0.14351
984.61538, 0.13540
1292.30769, 0.16699
861.53846, 0.14408
984.61538, 0.12585
1169.23077, 0.17494
1353.84615, 0.12858
492.30769, 0.17654
184.61538, 0.14234
800.00000, 0.13327
1292.30769, 0.12703
1292.30769, 0.13181
1415.38462, 0.12521
1846.15385, 0.13915
1661.53846, 0.12457
1292.30769, 0.13873
1230.76923, 0.12103
1169.23077, 0.13074
2461.53846, 0.14819
984.61538, 0.13038
861.53846, 0.15709
1415.38462, 0.12819
246.15385, 0.15636
1169.23077, 0.14224
430.76923, 0.15421
246.15385, 0.14074
246.15385, 0.26985
246.15385, 0.18994
307.69231, 0.17962
246.15385, 0.16627
1600.00000, 0.14344
307.69231, 0.13796
676.92308, 0.15183
246.15385, 0.15030
615.38462, 0.13072
615.38462, 0.14665
246.15385, 0.14568
861.53846, 0.17062
246.15385, 0.14248
184.61538, 0.14771
1784.61538, 0.15462
246.15385, 0.14462
676.92308, 0.16124
1661.53846, 0.13894
307.69231, 0.14353
984.61538, 0.13828
984.61538, 0.13211
1046.15385, 0.13217
1353.84615, 0.13612
1600.00000, 0.12777
2215.38462, 0.14949
307.69231, 0.16119
1107.69231, 0.13455
923.07692, 0.13736
800.00000, 0.13546
492.30769, 0.13754
984.61538, 0.13362
861.53846, 0.13936
553.84615, 0.13216
492.30769, 0.13487
553.84615, 0.13724
1292.30769, 0.21002
1292.30769, 0.32211
1292.30769, 0.41224
1230.76923, 0.37431
1600.00000, 0.15201
861.53846, 0.14734
1230.76923, 0.13877
1784.61538, 0.38854
1107.69231, 0.13231
738.46154, 0.13172
1846.15385, 0.41392
1661.53846, 0.15568
1907.69231, 0.42547
246.15385, 0.13056
738.46154, 0.12788
307.69231, 0.13689
1723.07692, 0.13219
923.07692, 0.13269
861.53846, 0.12498
1046.15385, 0.14333
553.84615, 0.14847
1107.69231, 0.13543
1169.23077, 0.13605
184.61538, 0.13189
553.84615, 0.12985
1046.15385, 0.12492
1169.23077, 0.13535
553.84615, 0.14711
1046.15385, 0.14312
861.53846, 0.14840
1538.46154, 0.13207
1353.84615, 0.13509
1107.69231, 0.14025
492.30769, 0.13932
2092.30769, 0.13666
369.23077, 0.14534
923.07692, 0.15329
1292.30769, 0.13847
1353.84615, 0.13740
738.46154, 0.14263
1476.92308, 0.13011
1046.15385, 0.13341
1353.84615, 0.12972
1230.76923, 0.17641
1969.23077, 0.19315
1784.61538, 0.18718
1169.23077, 0.34550
1230.76923, 0.33323
553.84615, 0.13009
307.69231, 0.70339
2030.76923, 1.30868
492.30769, 0.67260
1538.46154, 0.15485
1600.00000, 0.12548
2215.38462, 0.40496
369.23077, 0.17876
1353.84615, 0.45622
984.61538, 0.13557
1292.30769, 0.13656
553.84615, 0.12697
1046.15385, 0.16646
492.30769, 0.14874
1107.69231, 0.14922
1353.84615, 0.13063
369.23077, 0.12680
615.38462, 0.13756
1046.15385, 0.14229
800.00000, 0.13896
1169.23077, 0.13527
1846.15385, 0.13477
861.53846, 0.15672
1230.76923, 0.13656
1107.69231, 0.14216
1230.76923, 0.12812
492.30769, 0.14172
984.61538, 0.12999
984.61538, 0.13276
1230.76923, 0.13613
1230.76923, 0.13705
1046.15385, 0.13081
307.69231, 0.12344
800.00000, 0.14284
2400.00000, 0.13163
800.00000, 0.14942
1107.69231, 0.14148
1353.84615, 0.12830
615.38462, 0.14459
553.84615, 0.13305
1169.23077, 0.26135
1230.76923, 0.20011
861.53846, 0.12508
676.92308, 0.14403
307.69231, 0.12880
1353.84615, 0.13376
800.00000, 0.12886
184.61538, 0.17227
738.46154, 0.12915
1415.38462, 0.14110
1230.76923, 0.12985
246.15385, 0.13042
984.61538, 0.13225
1415.38462, 0.15017
1169.23077, 0.15199
2646.15385, 0.15780
2153.84615, 0.13224
1107.69231, 0.13776
1969.23077, 0.13418
923.07692, 0.13006
246.15385, 0.16237
800.00000, 0.15636
246.15385, 0.21868
1353.84615, 0.14638
984.61538, 0.12803
430.76923, 0.13930
2400.00000, 0.17602
430.76923, 0.11731
1230.76923, 0.14637
2030.76923, 0.13804
1415.38462, 0.14922
2400.00000, 0.17013
1292.30769, 0.52321
738.46154, 0.17704
307.69231, 0.66717
1230.76923, 0.34495
369.23077, 0.19885
800.00000, 0.13303
1415.38462, 0.14280
1107.69231, 0.12875
1353.84615, 0.12139
1723.07692, 0.14211
1476.92308, 0.15242
1353.84615, 0.28904
1292.30769, 0.17779
2338.46154, 0.13873
1292.30769, 0.15896
800.00000, 0.13981
1230.76923, 0.13786
184.61538, 0.14514
2523.07692, 0.17768
1230.76923, 0.13030
676.92308, 0.12713
1846.15385, 0.12293
676.92308, 0.12267
923.07692, 0.14037
1538.46154, 0.12299
1107.69231, 0.12830
1784.61538, 0.15675
1169.23077, 0.14524
615.38462, 0.12617
1415.38462, 0.14734
1907.69231, 0.16445
984.61538, 0.14280
1600.00000, 0.73802
1292.30769, 0.17428
2215.38462, 0.15696
1230.76923, 0.15570
1846.15385, 0.13272
1107.69231, 0.13672
738.46154, 0.12874
676.92308, 0.15991
1907.69231, 0.30618
1661.53846, 0.14030
1353.84615, 0.13314
61.53846, 0.13848
553.84615, 0.14025
1230.76923, 0.14247
1046.15385, 0.13584
738.46154, 0.12842
738.46154, 0.13765
1107.69231, 0.13623
492.30769, 0.14645
800.00000, 0.14848
615.38462, 0.13033
307.69231, 0.15330
553.84615, 0.12424
492.30769, 0.14047
1292.30769, 0.15383
1230.76923, 0.14549
430.76923, 0.14140
1846.15385, 0.12809
492.30769, 0.13816
2092.30769, 0.14038
1415.38462, 0.13306
1415.38462, 0.13730
1292.30769, 0.13769
2338.46154, 0.58413
2276.92308, 0.28756
1538.46154, 0.14076
1353.84615, 0.15166
246.15385, 0.16253
800.00000, 0.13649
923.07692, 0.12892
1538.46154, 0.13529
492.30769, 0.15834
1169.23077, 0.13677
676.92308, 0.14420
246.15385, 0.15851
1476.92308, 0.13563
1907.69231, 0.15293
2400.00000, 0.13869
1907.69231, 0.12169
800.00000, 0.13167
184.61538, 0.21813
553.84615, 0.13484
61.53846, 0.12722
307.69231, 0.13107
1292.30769, 0.12728
923.07692, 0.12178
553.84615, 0.12462
246.15385, 0.15549
861.53846, 0.14507
123.07692, 0.14679
1538.46154, 0.12710
738.46154, 0.13899
615.38462, 0.13035
1169.23077, 0.12389
1846.15385, 0.12501
1476.92308, 0.12833
984.61538, 0.12193
1292.30769, 0.18416
492.30769, 0.15880
184.61538, 0.18541
1538.46154, 0.12789
1046.15385, 0.14245
2215.38462, 0.12665
1723.07692, 0.12709
1292.30769, 0.12943
1292.30769, 0.20707
1292.30769, 0.16014
2030.76923, 0.14582
1353.84615, 0.14807
1046.15385, 0.13003
492.30769, 0.13395
1292.30769, 0.15286
1476.92308, 0.13715
1538.46154, 0.13161
1661.53846, 0.12621
1292.30769, 0.17203
923.07692, 0.13088
984.61538, 0.13022
1415.38462, 0.14776
2338.46154, 0.21096
1292.30769, 0.13353
1538.46154, 0.13687
1046.15385, 0.15674
1230.76923, 0.13457
800.00000, 0.13952
1538.46154, 0.12770
676.92308, 0.13093
1046.15385, 0.13271
1538.46154, 0.12283
1415.38462, 0.13906
1046.15385, 0.12001
1107.69231, 0.15809
1046.15385, 0.15129
2276.92308, 0.13364
2338.46154, 0.19309
1169.23077, 0.13670
2276.92308, 0.13055
1046.15385, 0.13968
492.30769, 0.13262
1784.61538, 0.13194
369.23077, 0.37619
369.23077, 0.31664
430.76923, 0.81028
1538.46154, 0.28656
1600.00000, 0.39653
1661.53846, 0.25147
1661.53846, 0.36245
1784.61538, 0.35405
184.61538, 0.77329
307.69231, 0.53422
369.23077, 17.80812
1476.92308, 0.26762
1538.46154, 0.23858
1415.38462, 0.25891
2400.00000, 0.23811
1661.53846, 0.13943
1784.61538, 0.43070
307.69231, 0.99824
307.69231, 1.10472
307.69231, 2.00451
369.23077, 1.79677
307.69231, 1.96365
369.23077, 1.51881
923.07692, 11.68434
307.69231, 1.45855
1353.84615, 0.59974
1353.84615, 0.30414
1353.84615, 0.27893
430.76923, 0.25179
369.23077, 0.18324
2338.46154, 0.23033
1723.07692, 0.16382
1292.30769, 0.18318
1415.38462, 0.22710
2523.07692, 0.32766
369.23077, 0.24655
1230.76923, 0.13848
246.15385, 0.23816
1476.92308, 1.63192
1661.53846, 1.26053
430.76923, 0.53282
1784.61538, 0.71842
369.23077, 0.51729
369.23077, 0.51181
1600.00000, 0.74657
1907.69231, 0.39301
1107.69231, 0.17102
1476.92308, 0.44505
1661.53846, 0.22579
923.07692, 0.25045
2400.00000, 0.57648
430.76923, 4.47945
2153.84615, 0.20590
1723.07692, 0.40421
307.69231, 19.04442
307.69231, 19.43488
738.46154, 0.14510
738.46154, 0.13044
1476.92308, 1.14427
369.23077, 0.36337
369.23077, 0.61721
1230.76923, 0.15632
1292.30769, 0.13074
1661.53846, 0.61087
1292.30769, 0.15360
1353.84615, 0.12577
1169.23077, 0.24478
1353.84615, 0.16472
676.92308, 0.14412
800.00000, 0.12592
1169.23077, 0.16191
615.38462, 0.13331
800.00000, 0.13240
923.07692, 0.13590
430.76923, 0.13484
1046.15385, 0.13526
676.92308, 0.13738
1661.53846, 0.16308
430.76923, 0.11691
430.76923, 0.15340
1415.38462, 0.17276
1353.84615, 0.48085
923.07692, 0.34730
1353.84615, 0.16636
1169.23077, 0.23382
430.76923, 0.12871
1169.23077, 0.22889
1046.15385, 0.22288
1230.76923, 0.13809
1661.53846, 0.13431
1230.76923, 0.14536
738.46154, 0.13340
861.53846, 0.13496
1353.84615, 0.15092
1107.69231, 0.32078
1046.15385, 0.14024
553.84615, 0.14458
307.69231, 0.15065
246.15385, 0.18634
307.69231, 0.18127
184.61538, 0.19329
1292.30769, 0.15927
2461.53846, 0.31287
2338.46154, 0.27959
1784.61538, 0.17297
1415.38462, 0.14638
1476.92308, 0.14773
1107.69231, 0.13494
1846.15385, 0.20378
1230.76923, 0.15621
2707.69231, 0.77384
1353.84615, 0.13913
1969.23077, 0.22468
3138.46154, 0.12893
2461.53846, 0.15409
184.61538, 0.15133
1046.15385, 0.14336
430.76923, 0.13479
1292.30769, 0.16928
1292.30769, 0.15576
1292.30769, 0.23145
1723.07692, 0.14637
1107.69231, 0.15197
1415.38462, 0.22890
553.84615, 0.13688
923.07692, 0.14276
676.92308, 0.14160
1353.84615, 0.16715
2153.84615, 0.13908
1415.38462, 0.20323
61.53846, 0.29720
246.15385, 0.13347
1476.92308, 0.20203
369.23077, 0.13378
1107.69231, 0.13433
184.61538, 0.16396
1353.84615, 0.16670
246.15385, 0.14877
1169.23077, 0.13871
1723.07692, 0.14827
1353.84615, 0.14839
676.92308, 0.14000
984.61538, 0.14162
1169.23077, 0.13071
1046.15385, 0.14139
61.53846, 0.12737
923.07692, 0.13897
2153.84615, 0.13419
1230.76923, 0.14435
1538.46154, 0.12068
3692.30769, 0.14015
861.53846, 0.13062
738.46154, 0.12888
246.15385, 0.14756
1292.30769, 0.19153
1169.23077, 0.13182
1292.30769, 0.18405
1353.84615, 0.13689
1415.38462, 0.18466
1353.84615, 0.19428
1107.69231, 0.16732
307.69231, 0.13820
1230.76923, 0.13940
1107.69231, 0.12515
861.53846, 0.14163
1230.76923, 0.13520
1353.84615, 0.18523
184.61538, 0.13968
246.15385, 0.19378
1353.84615, 0.22963
2153.84615, 0.14415
984.61538, 0.13765
61.53846, 0.18685
1353.84615, 0.19342
553.84615, 0.15219
1292.30769, 0.15412
246.15385, 0.16073
923.07692, 0.14616
430.76923, 0.13354
2030.76923, 0.12826
1107.69231, 0.13713
492.30769, 0.13017
1107.69231, 0.34026
1661.53846, 0.23723
1538.46154, 0.61976
307.69231, 0.21281
676.92308, 0.34726
1661.53846, 0.31219
2461.53846, 0.35403
430.76923, 0.79407
1292.30769, 0.48328
1476.92308, 0.49399
369.23077, 0.28676
123.07692, 0.83431
307.69231, 0.40328
1415.38462, 0.67993
1353.84615, 0.72763
1600.00000, 0.15344
369.23077, 0.43270
1415.38462, 0.20120
1661.53846, 0.39563
1415.38462, 0.36335
1415.38462, 0.32178
1476.92308, 0.14064
1415.38462, 0.22457
1046.15385, 0.14077
1476.92308, 0.13472
1415.38462, 0.13956
1415.38462, 0.18016
923.07692, 0.14132
1107.69231, 0.27376
1784.61538, 0.39285
246.15385, 0.51931
1661.53846, 0.40883
1538.46154, 0.59992
2215.38462, 0.40606
1538.46154, 0.77332
246.15385, 1.61912
246.15385, 1.77770
2461.53846, 4.39352
615.38462, 7.08381
2276.92308, 0.19546
1907.69231, 0.44982
2338.46154, 0.21053
1538.46154, 0.45287
1107.69231, 0.12987
2400.00000, 0.17902
2276.92308, 0.17412
2707.69231, 0.31577
1784.61538, 0.17492
1353.84615, 0.17218
1846.15385, 0.31273
1476.92308, 0.27601
1538.46154, 0.25582
1907.69231, 0.18973
1846.15385, 0.21860
615.38462, 0.61814
1169.23077, 0.21186
492.30769, 0.20953
430.76923, 0.40896
1169.23077, 0.32106
430.76923, 0.55288
3015.38462, 0.22616
430.76923, 0.57612
1292.30769, 0.19948
1230.76923, 0.15573
923.07692, 0.13222
1353.84615, 0.14252
246.15385, 0.60863
923.07692, 1.58926
2030.76923, 0.23882
492.30769, 0.16897
1169.23077, 0.24688
1415.38462, 0.24368
1353.84615, 0.33115
1784.61538, 0.66679
1538.46154, 1.32096
492.30769, 0.13598
246.15385, 0.32501
1476.92308, 3.14330
800.00000, 0.15996
1600.00000, 0.23675
1969.23077, 0.17899
1107.69231, 0.15713
1230.76923, 0.18172
1353.84615, 0.19721
1476.92308, 0.17204
1415.38462, 0.19885
1353.84615, 0.20039
1169.23077, 0.14726
1538.46154, 0.21109
1600.00000, 1.21636
492.30769, 1.26707
307.69231, 0.65750
307.69231, 0.42619
800.00000, 2.02525
2215.38462, 0.24109
1107.69231, 0.16860
369.23077, 2.49105
861.53846, 0.16536
492.30769, 0.17396
1230.76923, 0.24649
369.23077, 0.13920
615.38462, 0.14272
615.38462, 0.13218
1784.61538, 0.52120
369.23077, 0.16144
2338.46154, 0.23082
369.23077, 0.16339
246.15385, 0.24534
1661.53846, 0.13956
1169.23077, 0.15044
553.84615, 0.14974
1292.30769, 0.16348
1969.23077, 0.21007
369.23077, 0.35578
1969.23077, 0.56375
1600.00000, 0.66391
1723.07692, 0.33320
1476.92308, 0.19005
1661.53846, 0.52035
246.15385, 0.21982
